Id,Name,Description,Participation,Location,Add,Region,Town,Tel,Org,Start,End,Cycle,Noncycle,Website,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Px,Py,Class1,Class2,Map,Travellinginfo,Parkinginfo,Charge,Remarks
C2_371020000A_002954,2022石蚵小麥文化季,「2022金寧鄉石蚵小麥文化季」先前受疫情影響延辦，近期疫情趨緩下，活動將於9月24、25日復辦，今年除了邀請知名藝人蔡佩軒、琳誼Ring演唱，還有LINE貼圖冠軍的「好想兔」一起合作打造兒童嘉年華會。主活動將於9月24、25日上午9點開始至下午3點30分於古寧頭和平紀念公園辦理，現場有舞台表演、園遊會、闖關遊戲、園遊會等活動，並將於9月25日下午舉辦剝蚵比賽。滑步車體驗則訂於10月1日至2日辦理；石蚵花漾嘉年華活動定於10月9日，此2活動採限額報名將另行公告。更多活動詳情，請密切注意「金寧縣金寧鄉公所」粉絲專頁。活動諮詢專線0952-117950湯小姐。--每年3-5月是「石蚵」、「小麥」的產季!金門石蚵(牡蠣)，因養殖方式不同，所以口感不同於台灣的蚵，小小的、相當Ｑ彈，所以又稱「石頭蚵」、「珍珠蚵」。在金門，石蚵特殊養殖方式是世界獨一無二的、已有數百年歷史，將蚵苗養在海中的一條一條長方型的花崗岩`石條(金門人稱&rdquo; 「蠔嘟(ㄉㄨ)」。&rdquo;)上，隨著潮水來去，成為體型較小，入口Ｑ彈有勁、無腥味，又甘甜又鮮美。石蚵料理是老饕來金的必吃道地美食，例如:蚵仔煎、石蚵麵線、蚵乾飯、蚵嗲、石蚵湯、蚵仔炸&hellip;。產季從冬天十月份到隔年三、四月，以農曆二月最為肥美。而一望無際的滿滿的石蚵田，更是旅人的必訪景點。「小麥」~因金門土地貧脊只能種植耐旱作物，也因是釀製金門高粱的重要材料之一，所以小麥成為金門的主要種植作物之一！每年的夏初、豐收的季節，總會看到一片片的麥田，黃澄澄、沉甸甸浪隨風起舞小麥浪，是網美熱門打卡點。石蚵小麥文化季，除了一定要體驗蚵田擎蚵之外，還要來參加千人剝蚵比賽，剝完還免費帶回家。活動還有搭乘電瓶車遊麥田、蚵田生態導覽、麥田農事體驗、小麥親子DIY、石蚵美食園遊會&hellip;等，活動非常的豐富，能體驗到手作的農趣、很有新鮮感，適合全家大小朋友一同遊玩！快來嚐石蚵、享受麥田美景~主活動日：9月24、25日 9:00-15:30主辦單位：金寧鄉公所活動地點：古寧村林厝和平紀念園區連絡電話：金寧鄉公所 082-325610各活動時間及地...,,詳見官網,,金門縣,金寧鄉,886-8-2318823,金門縣政府,2022/09/24 00:00:00,2022/09/25 23:59:59,,,,,,,,,,118.316490,24.476030,03,,,,,,
C2_371020000A_002955,金沙鎮高粱老街風獅爺文化季,111年金沙鎮高粱老街風獅爺文化季，即將於9月17日上午9時起在沙美市區展開兩天精彩的文化體驗和特色文創「美食園遊會」。現場共計有20間攤商和4間特色餐車，以及廣受大人小孩喜愛的風獅爺紅龜粿體驗，風獅爺置物盒以及風獅爺彩繪磁鐵等活動，並於體驗期間安排藝人以及在地表演團體到場同樂。另「金沙鎮高粱老街風獅爺文化季」-風獅爺紅龜粿DIY製作體驗則訂於9月17日及9月18日一連兩天在金沙鎮公所後方辦理。每日共計有4場次，採現場報名方式，活動場次及時間排定如后：  9/17（六） ：  第一場10:00-11:00。第二場11:15-12:15。第三場13:40-14:40、第四場15:20-16:20。  9/18（日） ：  第一場1000-11:00。第二場11:15--12:15。第三場13:40-14:40。第四場15:20-16:20。除了上述活動外，今年金沙鎮公所也首次於榮湖虎嘯橋畔推出為期近90天「尋風&middot;獺浪&middot;汶浦水岸」裝置藝術展演，9月3日起每晚7時至9時亮燈，計有2隻4公尺高的水獺和2隻1公尺高的小水獺，以及1隻立面達4公尺高的旅行風獅爺，結合燈光烘托汶浦水岸意境，呈現白天及夜間變幻之美。主辦單位：金沙鎮公所活動地點：金沙鎮主活動日：9/17-18  10:00-17:00 APP尋找風獅爺：9/3-11/18裝置藝術展出：9/3-11/30連絡電話：082-352150各活動時間以主辦單位最新公告為主,,詳見官網,,金門縣,金沙鎮,886-8-2318823,金門縣政府,2022/09/01 00:00:00,2022/11/30 23:59:59,,,,,,,,,,118.412940,24.489490,03,,,,,,
C2_371020000A_002985,2022金門跨年晚會「金虎報喜．幸福臨門」,2022金門跨年晚會「金虎報喜．幸福臨門」，12月31日移師金寧鄉金門大橋舉辦！金強陣容！獨家卡司！金門縣文化局熱情邀請鄉親，屆時一起嗨翻2022金門跨年晚會。由金門縣政府指導，金門縣文化局主辦的2022金門跨年晚會將在12月31日（五）晚間七點於金寧鄉金門大橋旁(土地重劃區) 舉行「金虎報喜．幸福臨門」跨年晚會，超過8組金強獨家卡司陣容及在地表演團隊輪番上陣，還有創意市集及摸彩獎品等著抱回家。今年卡司超獨家，邀請情歌女神-郭靜、金曲歌后-家家、星光傳奇-葉瑋庭、明日之星-張文綺、台語小天王-陳隨意、天籟之音-南方二重唱、活力搖滾-火星樂團及檸檬哥哥泡芙姐姐，還有最強主持搭檔梁赫群及夏語心。此外跨年倒數將有600秒最盛大高空煙火，一起揮別2021迎接2022充滿愛與歡樂的一年。晚會現場還有在地優質攤商市集、摸彩活動機車、液晶電視、任天堂Switch等豐富大獎以讓你帶回家。金門縣文化局熱情邀請您，屆時到金門大橋一起嗨翻2022金門跨年晚會，活動可上金門縣文化局官網（https://cabkc.kinmen.gov.tw/）及藝起金門臉書（https://www.facebook.com/AAE28）查詢。主辦單位：金門縣文化局連絡電話：082-328638各活動時間及地點以主辦單位最新公告為主,,詳見官網,,金門縣,金寧鄉,886-8-2318823,金門縣政府,2021/12/31 19:00:00,2022/01/01 00:30:00,,,,,,,,,,118.305660,24.452420,03,,,,,,
C2_371020000A_002987,後浦十六藝文特區音樂季,邀請台金演唱者在後浦16藝文特區舉辦音樂季，享受輕鬆的夏夜風情，唯美、浪漫的音樂勢必帶給聆賞者豐富的聽覺與視覺饗宴。預計參與展演者：評逵Ozzy（7月15日、7月16日）MIT米特薩克斯風重奏團（7月22日、7月23日）小提琴手唐安（7月29日、7月30日）吳鎮安（8月5日、8月6日）蘇侯宇（8月12日、8月13日）長笛與鋼琴三重奏（8月19日、8月20日）鍾鎮宇&Justband（9月2日、9月3日）小烏鴉陳宏銘（9月10日、9月11日）主辦單位：金城鎮公所 觀光課活動日期：7月15日-9月11日活動期間每周五、周六及9月11日晚間19:30-21:30活動地點：金城鎮連絡電話：王小姐 082-325057各活動時間及地點以主辦單位最新公告為主,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/07/01 00:00:00,2022/09/30 23:59:59,,,,,,,,,,118.316870,24.432890,03,,,,,,
C2_371020000A_002988,搶灘料羅灣海上長泳活動,為推展游泳運動、培訓游泳選手、開拓水域活動、擴展健康旅遊、活絡金門整體經濟，金門海上長泳活動-「搶灘料羅灣」自2003年起舉辦，已邁向第20屆。金門海上長泳因金門前線的戰地風情，所以命名為「搶灘料羅灣」，希望所有的選手都能像當年國軍的運補船艇一樣，泳往直前，直至任務完成搶攤完畢的那一刻。主辦單位：金門縣政府活動地點：料羅灣82據點(暫定)活動日期：7月16日及7月17日(暫定)連絡電話：教育處 李松晏 082-325630#62492各活動時間及地點以主辦單位最新公告為主,,詳見官網,,金門縣,金湖鎮,886-8-2318823,金門縣政府,2022/07/16 00:00:00,2022/07/17 23:59:59,,,,,,,,,,118.427740,24.423940,03,,,,,,
C2_371020000A_002989,萬聖節活動,"金城萬聖節活動舉辦多年，已是金城地區於萬聖節前夕的重要活動，每年皆吸引超過2,000名大小朋友參與，除讓小朋友感受西洋萬聖節的氣氛外，也可學習體會西洋文化。大小朋友們無不絞盡腦汁發揮想像力及創意變裝，參與變裝大賽及踩街遊行等活動，搞怪變裝人潮大肆出沒，塞爆後浦老街造成轟動，讓街道洋溢著歡欣、熱鬧的萬聖節氣氛，周邊店家也都熱情響應，準備好糖果等著小朋友們來「不給糖就搗蛋」!主辦單位：金城鎮公所活動日期：10月29日連絡電話：王思羽 082-325057各活動時間及地點以主辦單位最新公告為主",,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/10/29 00:00:00,2022/10/29 23:59:59,,,,,,,,,,118.319690,24.433330,03,,,,,,
C2_371020000A_002990,金門坑道音樂節,翟山坑道為花崗岩開挖而成，成為一個天然的音箱，還有海浪自然的聲音。因此我們特別利用坑道的水道做為表演舞台場域，舉辦金門坑道音樂節表演。活動地點：翟山坑道活動日期：10月15日及10月16日連絡電話：金門國家公園  +886-82-313185各活動時間及地點以主辦單位最新公告為主,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/10/15 00:00:00,2022/10/16 23:59:59,,,,,,,,,,118.320620,24.390300,03,,,,,,
C2_371020000A_002991,2023金門跨年晚會,為迎接2023年的到來，辦理金門縣跨年晚會活動，規劃精彩晚會活動如演唱會、派對、藝文表演等，邀請國內外藝人及表演團體參加演出，以金門特色且具創意性之主題串聯全場，並設計吸睛的倒數橋段及與民眾互動，帶給至金門跨年的民眾一場精彩又難忘的跨年晚會主辦單位：金門縣文化局活動日期：12月31日連絡電話：陳先生  082-363169轉388各活動時間及地點以主辦單位最新公告為主,,詳見官網,,金門縣,烈嶼鄉,886-8-2318823,金門縣政府,2022/12/31 19:00:00,2023/01/01 00:30:00,,,,,,,,,,118.257830,24.445020,03,,,,,,
C2_371020000A_002992,2022風獅爺瘋音樂 X 快閃市集 聖誕嘉年華,「2022風獅爺瘋音樂X快閃市集 聖誕嘉年華」即將隆重登場！本次活動有「浪漫飄雪秀」、「巨星演唱會」、「快閃市集」、「療癒手作DIY」等活動，歡迎大朋友小朋友一起到沙美市區享受難忘的聖誕盛會！以金沙鎮在地特色及聖誕節為主軸，規劃沙美商圈燈飾佈景，營造過節的歡樂氛圍，透過此節慶，融合本土市區樣貌，打造藝術美學的沙美市區，活躍沙美街道。主辦單位：金沙鎮公所活動地點：沙美市區活動時間：12/17（六）10:00-20:3012/18（日）10:00-16:00連絡電話：082-352150各活動時間以主辦單位最新公告為主,,詳見官網,,金門縣,金沙鎮,886-8-2318823,金門縣政府,2022/12/17 00:00:00,2022/12/18 23:59:59,,,,,,,,,,118.412270,24.490610,03,,,,,,
C2_371020000A_002993,2022後浦草地野餐音樂節,串聯「野餐」、「餐車」和「音樂」三大元素，金城鎮公所將於11月4日至11月6日在莒光公園舉辦「後浦草地野餐音樂節」，將邀請共15輛台灣知名的特色餐車打造餐車市集，歡迎大小朋友到場曬暖陽、吃美食、聽音樂，享受悠閒時光，感受令人驚喜的秋日氛圍。本次參與活動餐車包含：Relay Juicetail Food Geek Truck 宅食x札克 Corgyro柯基倚肉-希臘烤肉捲 Nakama 那咖馬 行動餐車 The Oasis綠洲Smokin&rsquo;美式煙燻燒烤行動餐車Mundane沒有靈魂的餐車 Devil&Angel-惡魔天使餐車這好咖啡Zero coffee Lighthouse Food Truck 燈塔餐車CHOCOBear 巧克熊環島餐車啤先生Mr.PiPi美式餐車...等主辦單位：金城鎮公所活動日期：11月4日-11月6日活動時間：15:30-21:30活動地點：金城鎮莒光湖大草原廣場連絡電話：王小姐 082-325057各活動時間及地點以主辦單位最新公告為主,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/11/04 00:00:00,2022/11/06 23:59:59,,,,,,,,,,118.317860,24.426490,03,,,,,,
C2_371020000A_003044,111年春節活動,111年春節活動表*受疫情影響，部份春節活動取消，其餘活動視疫情狀況機動調整，建議民眾出遊前先電話洽詢是否照常舉辦，謝謝。金門國際版畫展活動時間：1月27日至3月1日活動地點：文化局第1、2、3展場邀集了台灣及國際優秀的版畫創作者藝術展現各類平面、立體、空間裝置的作品，完整呈現台灣與國際版畫創作的面貌，讓民眾更加瞭解版畫藝術的魅力及價值。主辦單位：金門縣文化局聯絡電話：082-323169 #833  金廈兩岸春節煙火施放活動活動時間：2月1日 (初一)活動地點：烈嶼鄉上林村將軍廟活動由廈門市台商投資企業協會出資，本府配合辦理，為共同營造兩岸農曆春節歡慶氣氛，訂於111年2月1日（大年初一）晚上20時00分至20時30分，在烈嶼鄉上林村海濱廣場舉辦金廈兩岸春節煙火施放活動主辦單位：金門縣政府觀光處聯絡電話：082-318823 #62733 迎新春農業展活動時間：2月1日至2月3日(初一至初三)活動地點：林務所森林公園林務所森林公園內新設竹編大羽球等藝術裝置，歡迎鄉親來走春。主辦單位：金門縣林務所聯絡電話：082-352846 #200  迎新春農業展活動時間：2月1日至2月3日(初一至初三)活動地點：水試所與鯨豚相遇海洋保育特展：於本所簡報室展出鯨豚保育特展，帶您深入瞭解這群可愛又迷人的海洋哺乳動物，進行一場與鯨豚的華麗邂逅，關注海洋生態、熱愛自然與生命的海洋夥伴們千萬不要錯過。編織珊瑚＆鱟生態文 化展：在鱟生態文化館展出多件編織珊瑚裝置藝術及各齡稚鱟及成鱟之實物展示，讓鄉親遊客可近距離觀賞各齡稚鱟成長情形，並喚起大家重視海洋生態保育的觀念。    蝦爆繽紛樂新春水族特展：在水族館展出各種珍稀的海、淡水觀賞蝦及各式珍奇有趣水族生物。「網美照過來」FB按讚抽獎：於所內海底世界網美牆拍照後至守鱟幸福粉專按讚留言及分享三位好友，就可參加抽獎有機會獲得Q版水獺布偶文創商品。主辦單位：金門縣水產試驗所聯絡電話：082-326408  迎新春農業展-福虎生豐尋農趣活動時間：2月1日至2月3日(初一至初三)活動地點：金門縣農業試驗所以防疫為優先，希冀在農曆春節假期中，讓返鄉鄉親及外...,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/01/29 00:00:00,2022/02/07 23:59:59,,,,,,,,,,118.317050,24.435860,03,,,,,,
C2_371020000A_003055,版繹時代 – 2022金門國際版畫展,"本次展覽以「版繹時代Print Out Times」為題，結合跨媒材與版印文創，呈現包括傳統與當代版畫的多元面貌，在後疫情時代,透過2022金門國際版畫展此舞台，以亞洲為主，邀集各國優秀的版畫創作，並邀請豪灣老、中、青不同世代的版書創作者，經由國際版畫展的交流，觀察與反思，探索如何以版畫創作回應當下詭譎多變的疫情樣貌，乃至綿密牽動的國際局勢，思索自身與外在世界的互動關係，透過內在的視角衍繹時代的意義。竭誠歡迎您的蒞臨，一同來感受版畫藝術創作的魅力！",,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/01/27 08:00:00,2022/03/01 17:30:00,,,,,,,,,,118.322920,24.441150,03,,,,,,
C2_371020000A_003061,《以樂會友II》仙后座箏樂團、紫韻箏樂團、金寧樂齡古箏班聯合音樂會,此次參與演出的團隊陣容堅強、曲目精彩，是場不容錯過的演出！從台北遠道而來的「仙后座箏樂團」，成立於2009年秋季，在浩瀚箏樂星海中，匯集來自不同領域的箏樂家，傳統與原創並進，不斷的尋根亦積極的萌葉，期望能深耕臺灣的原創箏樂作品，培養喜愛古箏音樂的民眾，聽見古箏的美。金寧鄉樂齡古箏班成立於2019年10月，招收本縣樂齡族群參加古箏學習，最高齡的學員75歲，都是從基礎開始學習，在經過二年的學習，都能雙手表演，音樂的學習不分年齡，期望推廣音樂到樂齡的角落，推廣國樂及培養欣賞能力。同學們平日奔波於工作與家庭間，還能堅持所愛，著實令人感佩！    在這次音樂會當中，安排了許多不同風格的曲目。地方風格民歌的漢族民歌《紫竹調》、雲南民歌《雲之南》、新疆民歌《天山之歌》；充滿兒時回憶的《採蘑菇的小姑娘》、《龍貓與天空之城》、迪士尼卡通組曲 &ldquo;Once Upon A Time&rdquo;；通俗歌曲創作或改編的《但願人長久》、《小城故事》、《手掌心》、《掌聲響起》；爵士風格的《動感彈撥》；根據文學背景創作的《夢迴臨安》，曲目豐富多元！ 敬邀鄉親朋友與我們一同在音樂中旅行，共度一個美好的夜晚！,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/02/26 19:00:00,2022/02/26 21:00:00,,,,,,,,,,118.323280,24.440840,03,,,,,,
C2_371020000A_003063,台北曲藝團《愛笑斯坦之時空相對論》,口碑爆棚 創團代表作！2022挾狂歡之風到金門巡演，經典傳統X瘋狂即興=超激化學「笑」用，看我們用老相聲mix新喜劇 穿梭幽默時空，相聲、喜劇、快板、小品，逗你沒煩惱、酣笑半步顛！【節目內容】對口相聲│《一頭大一頭小》對口相聲│《武墜子》對口相聲│《進擊的AI》對口相聲│《我的徒弟是AI》即興相聲│《你抽我講相聲秀》（演員隨機抽選）口碑爆棚、噴淚激推：★薑是老的辣！不愧是80後相聲第一人，無冷場！★笑到飆淚和咳嗽、就算心情再不美麗都能被笑聲一掃而空！★超好看的相聲，說學逗唱樣樣好，看完直接沒煩惱！★保有傳統相聲的底蘊，又有即興創作的新意，不管逗哏還是捧哏都很棒！★AI機器人那段真的讓人印象深刻，大家的即興演出真的非常厲害！【人氣班底】黃逸豪│宅相聲教主、80後最強相聲演員洪子晏│臺灣最年輕的相聲競賽訓練師、編演捧逗複合體段彥希│（尷）尬派相聲始祖、愛笑斯坦相聲男團降溫擔當吳思偉│京劇X相聲搞笑胖丁、愛笑斯坦相聲男團重量擔當宋明翰│浮誇系文藝小鮮肉、江湖人稱歡樂唬爛宋吳胤頡│一本正經練肖威、喜感爆棚新生代相聲演員【演出場次】2022/6/4（六）19:30 金門縣文化局演藝廳（金門縣金城鎮環島北路一段66號）【購票】OPENTIX兩廳院文化生活網 https://reurl.cc/bkzvmE票價：NT$500元宣傳片：https://youtu.be/nxYomLfpYvg,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/06/04 19:30:00,2022/06/04 21:30:00,,,,,,,,,,118.323280,24.440840,03,,,,,,
C2_371020000A_003064,國家重要古物「蔡復一畫像」前世今生典藏展,「前世」指的是畫像的歷史脈絡與修復前，「今生」則是經由文化價值調查與修復後獲指定為國家重要古物。蔡復一(1576-1625)，出生於金門縣蔡厝，為晚明萬曆、天啟政壇與文壇的知名人物。金門蔡氏規模較大者可分為二派，即濟陽、青陽兩派。濟陽派以瓊林、許坑、小徑、中下蘭、前水頭、後浦、烈嶼等；青陽派則以蔡厝、安岐、湖尾等地為代表。蔡氏入閩源於唐咸通元年(860)，蔡用明(字輝)從莆陽仙遊遷到晉江青陽，是為青陽派蔡氏入閩之始祖，蔡復一為金門蔡厝青陽蔡氏二房第二十一世裔孫。　　「蔡復一畫像」是現今所知唯一一幅記錄蔡復一容貌細節的傳世肖像畫，亦是目前臺灣、澎湖、金門、馬祖等地可見年代最早，且品秩位階極高之明代祖先畫像，其完成年代可上溯至晚明天啟年間（十七世紀初；約西元1625年）。畫像原作在歷經一年多的修復，於109年7月5日甫獲文化部指定為國家重要古物，並獲文化部的補助辦理「蔡復一畫像」前世今生典藏展，配合開幕，除安排由金門浯江舞蹈團演出《金門異像奇人-蔡復一傳奇》舞蹈故事劇，開幕首日參觀展覽還將贈送「眇目傳神-金門重要古物『蔡復一畫像』研究」專書，並特邀作者臺南藝術大學盧泰康教授與臺灣藝術大學邵慶旺助理教授於展場解說簽名。典藏展以五個單元：「一目觀天金門奇人」、「蔡大人說故事」、「詩人蔡復一」、「古物的前世今生」、「國家重要古物展示」，向觀眾介紹蔡復一這位「晚明國防部長」的一生，並現地展出畫作原件，以不同主題的鋪陳，規劃保存維護的合適空間與環境，呈現「蔡復一畫像」在歷史進程中的重要定位，以及此幅畫像的多重文化價值，做為金門地區傳世祖宗畫像的首件古物代表，不僅只是青陽蔡氏家族的珍藏，畫像本身的藝術風格與畫風流派，在在足以彰顯「蔡復一畫像」成為國家重要古物的珍貴性，呼應歷史博物館第一展廳「打開金門」主題，此次於第六展廳規劃保存與展示共存的展示計畫，也再一次實踐楊縣長形塑金門東半島文化底蘊的願景。,,詳見官網,,金門縣,金沙鎮,886-8-2318823,金門縣政府,2022/01/23 09:00:00,2022/12/31 17:30:00,,,,,,,,,,118.403400,24.499280,03,,,,,,
C2_371020000A_003065,2022金門元宵燈會,金門元宵燈節於2/15下午6時30分開幕，於金城鎮莒光公園絢麗登場，結合動感水舞及創新科技燈藝，打造燦爛奪目「舞夜星光」，還有5公尺高、呆萌的充氣水獺，療癒人心。  金門縣文化局表示，因應COVID-19（2019冠狀病毒疾病）疫情，金門元宵燈節從2021年開始，不僅將會場移師戶外舉行，更打破以生肖為主燈的慣例，將金門在地元素融入聲光裝置設計，平衡傳統與創新，去年雙鯉湖燈節的鸕鶿主燈倒影，即是金門光之美學的極佳演繹。  文化局指出，今年度更大膽嘗試引進動感水舞聲光秀，在春節期間預熱演出，繽紛奔放的燈光音樂呈現出春季百花齊放，與大地復甦的蓬勃意象，為新的一年帶來喜氣吉祥的好兆頭，也讓莒光公園成為金門夜間新亮點。  文化局長許績鑫表示，今年的燈節有別於以往，在莒光湖湖岸，5公尺高的巨大水獺在草地上嬉戲，魔幻呆萌的模樣療癒大家的心；還有未來感十足的九大行星互動燈組，擊鼓發光的生命樹燈組，以及星光流彩般的草地燈海，另有驚喜彩蛋的創意節點燈飾，歡迎民眾在元宵節期間闔家到莒光公園遊賞唯美浪漫的湖畔藝術饗宴。  許績鑫表示，在疫情無虞下，金門元宵燈節將於15日下午6時30分開幕，莒光公園將舉行點燈儀式及猜燈謎活動，現場也將發放民眾限量紀念小物。除草地上夢幻燈組展示，莒光湖水舞表演，點燈當晚更加碼3分鐘煙火秀，水陸空同綻放光芒。  民眾可於2月15日至28日每晚6時到10時散步金城鎮莒光公園，欣賞湖畔燈景及每半小時展演的動感水舞聲光秀。文化局也提醒民眾，賞燈仍要做好防疫措施，配合實聯制、佩戴口罩，並保持社交安全距離。,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/02/15 18:00:00,2022/02/28 22:00:00,,,,,,,,,,118.317860,24.426490,03,,,,,,
C2_371020000A_003069,杯子劇團《大鯨魚的小喉嚨》,歡迎大家來看戲。免票入場哦!杯子劇團2022年度物品劇~《大鯨魚的小喉嚨》【演出地點】金門縣文化局演藝廳【演出單位】杯子劇團【演出時間】111年3月26日(六)15:00【演出形式】物品劇【適合年齡】三歲以上親子【演出長度】60分鐘大鯨魚幾乎吃光海裡的魚&hellip;現在大海只剩一隻小小的小丑魚為了不被大鯨魚吃掉，聰明的小丑魚騙大鯨魚去吃人類&hellip;沒想到這個人類在大鯨魚的肚子裡又踢又撞的讓大鯨魚非常難受&hellip;&hellip;最後人類將柵欄卡在大鯨魚的喉嚨&hellip;&hellip;從此以後大鯨魚就只能吃小小的魚&hellip;小丑魚要怎麼辦?本劇特色《大鯨魚的小喉嚨》運用生活物品當道具，鍋、碗、瓢、盆當音效，以活潑的聲音及肢體帶領親子觀眾進入故事情境，能提升孩子的專注力與想像力！《大鯨魚的小喉嚨》 改編自諾貝爾文學獎吉普林大師的作品，吉普林大師的作品充滿文學之美，不但蘊含教育意義，更富娛樂效果。杯子劇團成立於民國72年，是國內最資深的現代劇團；2020年榮獲教育部藝術教育貢獻獎~績優團體獎、台北市教育局藝術教育貢獻獎績優團體獎。金門縣文化局為響應推廣九年一貫藝術與人文課程，鼓勵小朋友參與表演藝術活動，特別邀請杯子劇團於今年3月26日（星期六）15：00假金門縣文化局演藝廳（金門縣金城鎮環島北路一段66號）演出物品劇~《大鯨魚的小喉嚨》，物品劇能豐富觀眾的想像力，更能培養無限的創意。,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/03/26 15:00:00,2022/03/26 16:00:00,,,,,,,,,,118.322280,24.440910,03,,,,,,
C2_371020000A_003070,金門海洋藝術季(活動已於111年10月31日結束，地景藝術持續放置),2022金門海洋藝術季將與故宮博物院合作，結合故宮文物元素，強化藝術品展出內涵，推出兼具金門風味、故宮文物與藝術家發想的特色藝術品，將展出6座大型藝術品、8件微型創作，呈現於金城鎮。另佐以民國七○ ，八○年代熱門古蹟景點，做為藝術品創作元素之根據地，新舊元素的融合 ，透過藝術季讓旅客重新認識原已沈睡的景點。另將辦理3場自行車活動，每場次50人以上，路線行經本案設置之藝術裝置與附近之景點。本次藝術季主視覺由金門當地著名插畫藝術家「57吳騏」著手設計，設計「城色故事」四字為主題，「城」字意指本屆藝術品陳展地「金城鎮」，為金門最早開發的區域與政經中心，「城色」代表古城街區的自信展示，可同時藉由藝術家的創作揉合原本的古蹟與地貌；「故」字代表#故宮博物院，透過故宮收藏的《雕橄欖核舟》、《山水蒔繪小方盒》、《一號同安梭船圖》、《掐絲琺瑯鼎》、《掐絲琺瑯獅子》、《海天霞照圖》等6件文物元素，融合為主視覺圖樣，呈現獨特的「故事」，加上使用豐富色塊描繪出精彩的藝術裝置，使故宮文物與金門地景完美融合在一起。是不是讓人更加期待今年的藝術季了呢！活動日期：111年10月1日-111年10月31日(地景藝術持續放置一年)主辦單位：金門縣政府觀光處活動地點：金城地區周邊景點(莒光樓、同安渡頭、城鎮之星、延平郡王祠、古崗樓、歐厝風獅爺等)連絡電話：李先生 082-318823#62747各活動時間及地點以主辦單位最新公告為主,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/10/01 00:00:00,2023/01/31 23:59:59,,,,,,,,,,118.318880,24.425160,03,,,,,,
C2_371020000A_003071,楊宗寰、許雅玲攝影展,「島嶼風情&mdash;&mdash;楊宗寰x許雅玲 雙人聯展」展出日期：111.03.05-111.03.23展覽場地：文化局第一展場由金門縣文化局主辦，金門攝影學會承辦的「島嶼風情&mdash;&mdash;楊宗寰x許雅玲 雙人聯展」，將在3月5日起於文化局第一展覽廳展出，展期至3月23日止，歡迎對攝影有興趣的鄉親蒞臨觀展。以影像作為溝通的語言，將他們所見的記憶轉換為一幅幅影像，用影像作品訴說各自的故事，詮釋自然與人文共構出生態之美與和諧。在新冠疫情時代，我們不妨停下腳步，透過照片來回憶及分享給觀賞者，楊宗寰、許雅玲重現曾經走過的「島嶼風情」足跡。邀請您親臨現場跟著楊宗寰、許雅玲的鏡頭，再次愛上在地的美好，歡迎蒞臨欣賞為島嶼留下絕美風情攝影作品。,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/03/05 08:00:00,2022/03/23 17:30:00,,,,,,,,,,118.323280,24.440840,03,,,,,,
